frame,e2e_ms,pre_ms,infer_ms,post_ms,cpu_util_pct,ram_used_mb,gpu_util_pct,vram_used_mb,power_w
233,19.938699901103973,0.9720998350530863,10.5447000823915,8.141800062730908,15.8,14544.9765625,32,801.73046875,14.843
234,36.209900164976716,0.9675000328570604,16.646099975332618,18.34059995599091,4.8,14544.703125,32,801.73046875,14.843
235,20.59750002808869,0.8785000536590815,11.043700156733394,8.406199980527163,12.8,14544.09765625,32,801.73046875,14.843
236,26.415899861603975,1.1626000050455332,10.998399928212166,14.005200006067753,4.3,14543.9609375,32,801.73046875,14.901
237,38.42510003596544,1.0204999707639217,21.167300175875425,15.95949986949563,4.4,14543.9921875,32,801.73046875,14.901
238,38.635899778455496,0.9707999415695667,17.735400004312396,19.661199999973178,5.1,14543.015625,32,801.73046875,15.016
239,21.069000009447336,0.8821000810712576,10.68059983663261,9.217299986630678,10.7,14542.9921875,32,801.73046875,15.016
240,30.886500142514706,0.9788000024855137,14.93739988654852,14.692000113427639,5.1,14542.875,29,801.73046875,15.016
241,43.7695998698473,1.1712000705301762,21.023200126364827,21.310199983417988,7.5,14540.5078125,29,801.73046875,15.016
242,32.21320011653006,1.4661999884992838,19.143000012263656,11.306199943646789,4.8,14540.5078125,29,801.73046875,14.968
243,25.10880003683269,1.1257999576628208,15.992000000551343,7.685600081458688,2.6,14540.5078125,29,801.73046875,14.968
244,28.48229999653995,1.141199842095375,18.411400029435754,8.640300016850233,7.0,14540.5,29,801.73046875,14.968
245,27.755099814385176,0.9060001466423273,12.879100162535906,13.672000030055642,11.7,14540.50390625,29,801.73046875,15.027
246,20.33769991248846,0.9820000268518925,10.70620003156364,8.341799955815077,12.9,14540.50390625,29,801.73046875,15.027
247,24.690200109034777,1.0865000076591969,10.905100032687187,12.403500033542514,5.1,14540.50390625,29,801.73046875,15.027
248,39.6658000536263,1.1116999667137861,21.209999918937683,17.079100012779236,5.8,14540.50390625,29,801.73046875,14.884
249,24.688199860975146,1.0523998644202948,13.441800139844418,9.873199975118041,15.0,14540.28515625,29,801.73046875,14.884
250,34.4648000318557,0.9176000021398067,10.463000042364001,22.802300052717328,5.1,14540.28515625,29,801.73046875,14.884
251,30.940900091081858,1.04160001501441,18.93629995174706,10.675700148567557,7.6,14540.3046875,29,801.73046875,14.884
252,45.13409989885986,1.0268001351505518,21.336799953132868,22.49929984100163,10.8,14540.03515625,29,801.73046875,14.574
253,22.94679987244308,1.0626998264342546,11.717800050973892,9.893900016322732,6.6,14539.8671875,29,801.73046875,14.574
254,22.006499813869596,1.018499955534935,11.459100060164928,9.185600094497204,23.1,14539.76171875,29,801.73046875,14.574
255,23.145199986174703,1.0816000867635012,11.685699922963977,10.011599864810705,5.0,14539.76171875,29,801.73046875,14.356
256,24.00329988449812,1.014400040730834,12.148400070145726,10.529000079259276,16.1,14539.765625,29,801.73046875,14.356
257,22.101900074630976,1.0182999540120363,12.261500116437674,8.512800093740225,13.2,14539.76171875,29,801.73046875,14.356
258,22.06550003029406,1.0152999311685562,12.45429995469749,8.276599925011396,15.5,14539.76171875,29,801.73046875,14.356
259,20.823500119149685,1.021200092509389,12.090700212866068,7.447800133377314,10.3,14539.76171875,29,801.73046875,14.208
260,41.178900049999356,1.1055001523345709,21.482100011780858,18.30390002578497,14.9,14539.76171875,29,801.73046875,14.208
261,25.337800150737166,1.2110001407563686,15.757699962705374,8.082300191745162,20.5,14539.4921875,29,801.73046875,14.208
262,20.88480000384152,0.9741999674588442,11.608100030571222,8.035599952563643,38.5,14539.4765625,29,801.73046875,13.9
263,22.27099984884262,0.9894000831991434,11.58930012024939,9.389800019562244,100.0,14539.48046875,29,801.73046875,13.9
264,21.846699994057417,1.012799795717001,10.844799922779202,9.690399980172515,1.1,14539.5078125,29,801.73046875,13.9
265,22.14339980855584,0.9616999886929989,11.802300112321973,9.096199879422784,26.3,14539.5078125,29,801.73046875,13.9
266,21.906399866566062,1.0089999996125698,11.282300110906363,9.265400003641844,14.7,14539.5078125,29,801.73046875,13.9
267,22.765300003811717,1.2372999917715788,12.371099786832929,8.889799937605858,18.3,14539.5078125,29,801.73046875,13.875
268,22.27859990671277,1.043299911543727,11.436200002208352,9.496700018644333,16.2,14539.5078125,29,801.73046875,13.875
269,22.174699930474162,0.9216999169439077,11.80969993583858,9.155200095847249,18.6,14539.5078125,29,801.73046875,13.875
270,21.94099989719689,1.025400124490261,11.36710005812347,9.267899906262755,13.9,14539.5078125,29,801.73046875,13.875
271,23.672300158068538,1.019699964672327,11.255699908360839,11.1134999897331,18.2,14539.5078125,29,801.73046875,13.866
272,22.495299810543656,1.0081999935209751,11.557399993762374,9.657700080424547,16.7,14539.5078125,29,801.73046875,13.866
273,24.73570010624826,0.9709999430924654,11.82159991003573,11.651600012555718,17.4,14539.5078125,29,801.73046875,13.866
274,23.16680015064776,0.9405999444425106,11.69160008430481,10.25539985857904,3.0,14539.5078125,29,801.73046875,13.866
275,21.07620006427169,1.1215999256819487,10.735800024122,8.942999877035618,7.0,14539.5078125,29,801.73046875,13.887
276,21.101800026372075,0.9715000633150339,11.226400034502149,8.620899869129062,8.6,14539.5078125,29,801.73046875,13.887
277,24.672499857842922,0.9099000599235296,11.275500059127808,12.18660012818873,12.7,14539.5390625,39,801.73046875,13.887
278,34.837199840694666,1.0166000574827194,17.480799928307533,16.022800002247095,4.3,14539.5390625,39,801.73046875,13.887
279,26.57829993404448,1.0893999133259058,12.474700110033154,12.749799992889166,8.1,14539.3515625,39,801.73046875,14.028
280,33.36540004238486,1.53299979865551,21.125599974766374,10.423599975183606,5.8,14539.3515625,39,801.73046875,14.028
281,34.700300078839064,0.8562000002712011,10.52669994533062,22.971599828451872,7.8,14539.3515625,39,801.73046875,14.028
282,47.67509992234409,1.050200080499053,21.217599976807833,25.12490004301071,4.6,14539.3515625,39,801.73046875,14.016
283,43.80790004506707,1.4180999714881182,20.543700084090233,21.559500135481358,3.1,14539.3515625,39,801.73046875,14.016
284,33.6368998978287,1.1479000095278025,21.16160001605749,11.039600009098649,3.2,14539.375,39,801.73046875,13.842
285,34.860100131481886,1.2262000236660242,16.760499915108085,16.474299831315875,12.3,14539.38671875,39,801.73046875,13.842
286,45.37519998848438,1.016099937260151,21.06590010225773,23.020799970254302,3.5,14539.38671875,39,801.73046875,13.842
287,47.18469991348684,1.146000111475587,21.99460007250309,23.746199905872345,5.2,14539.33203125,39,801.73046875,13.862
288,34.06810015439987,1.0585000272840261,14.05310002155602,18.682399997487664,3.3,14539.33203125,39,801.73046875,13.862
289,39.714200189337134,0.9089000523090363,17.270700074732304,21.25340001657605,6.7,14539.21875,39,801.73046875,13.97
290,23.278600070625544,1.0540001094341278,12.386400019749999,9.586700005456805,4.8,14539.04296875,39,801.73046875,13.97
291,28.81699986755848,0.9808000177145004,11.329300003126264,16.247499966993928,6.5,14539.0234375,39,801.73046875,13.97
292,25.990900117903948,1.1537999380379915,15.050000045448542,9.525800123810768,6.2,14539.0234375,39,801.73046875,13.97
293,36.28710005432367,0.9876999538391829,19.33340006507933,15.659800032153726,7.0,14538.921875,39,801.73046875,14.032
294,43.72780001722276,0.9333000052720308,21.569599863141775,20.92020004056394,3.2,14538.87890625,39,801.73046875,14.032
295,33.414200181141496,0.9358001407235861,11.070200009271502,21.126799983903766,6.0,14538.8671875,39,801.73046875,14.009
296,28.752599842846394,1.0407001245766878,18.996800063177943,8.465999970212579,8.5,14538.8671875,39,801.73046875,14.009
297,33.00440008752048,0.9206000249832869,17.44180009700358,14.376599807292223,4.5,14538.8671875,39,801.73046875,14.009
298,30.127900186926126,1.022599870339036,13.220400083810091,15.61899995431304,9.6,14538.8671875,39,801.73046875,14.091
299,22.921100025996566,1.0377999860793352,11.448099976405501,10.169300017878413,85.7,14538.8671875,39,801.73046875,14.091
300,24.10849998705089,0.831299927085638,11.319800047203898,11.682699900120497,8.3,14538.86328125,39,801.73046875,14.091
